,mse,mape
PETR4,0.09562028023204368,0.8422083213683065
VALE3,0.5474528650002025,1.2034139434295006
BOVA11,3.4710220012436914,1.5323931621887859
ITUB4,1.9328993867264488,2.118414954323565
BBDC4,0.13564251724563697,1.2763490291866804
B3SA3,4.965150023947279,1.6931385681012947
BBAS3,9.254319944296828,4.823038613644299
ABEV3,0.06629873482713934,1.0936545540133742
MGLU3,15.246319267842146,3.9460401561374625
VVAR3,0.037899895194800665,2.7246304425781616
