,mse,mape
PETR4,0.21749954896542756,1.1748672416658101
VALE3,2.254810488524464,1.2030220757336334
BOVA11,5.646453313568606,2.28536341188024
ITUB4,0.27640072527464504,0.9536162627775362
BBDC4,3.037352508334559,1.880946529327374
B3SA3,1.8767244488939454,1.5539055864119755
BBAS3,0.1835012210240297,1.7388694309397985
ABEV3,0.07068052494108998,1.6589250509231805
MGLU3,1.0674983593337977,1.7935151277023844
VVAR3,0.031304638045138215,1.5133785644158668
