,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.000536179146258615,0.0012928414973830639,0.0003745276305327926,0.0006197084387858999,0.00036020292328573563,0.000148473553184963,0.0002661292426665874,0.0007563567103467259,6.673717681071788e-05,0.0005149278525705257
mape_test_IMF1,112.02960830437321,127.43093307195107,111.28143456626283,124.14844111247683,128.32111934468696,124.75184094383378,142.8058608702334,119.18621374629626,378.688144999629,194.624255004145
mse_test_IMF2,7.262177182945645e-05,0.0002311160695530225,5.524937279289762e-05,0.00022611958909255175,9.77680926005679e-05,2.2352715395183867e-05,3.7867722799522466e-05,0.00010867254955328953,2.4375252901447085e-05,0.000142784521642894
mape_test_IMF2,89.61815606899039,130.4884623064021,165.8165315614556,183.23440084223068,798.2080461063456,201.2553213515347,143.3735574286374,123.73894270746123,744.3606750818035,364.17393122995804
mse_test_IMF3,0.00023549020496302234,0.0007567443661931132,0.00010927736685987792,0.000327107016168712,7.0259690948354e-05,4.949052407466519e-05,0.00019054411483776434,0.0002065379652169066,3.791812146488756e-05,0.00028047621352150667
mape_test_IMF3,514.5689661180946,404.7425861112166,143.09926468788143,246.03388304851538,829.4035983770593,174.44700701790316,137.44032826543094,726.3382184222039,73.69947674541496,405.750330542873
mse_test_IMF4,6.180258516578198e-05,7.805949640565114e-05,2.5549032524315864e-05,4.375679134071432e-05,3.202692835119061e-05,5.749116455790482e-06,3.432053236878581e-05,8.786761548837888e-05,1.7594632656931113e-06,3.9775957480900004e-05
mape_test_IMF4,40.90947175993546,113.77779750518346,28.610896280812536,34.51493869090571,102.78674798276653,59.08687592621936,31.772725711521264,53.74836006881595,32.729525488104365,532.2759956060315
mse_test_IMF5,1.840696858733131e-05,2.6416229140602264e-05,1.0911695594515065e-05,2.689502555061745e-05,1.8004269669105655e-05,1.0118067312923453e-05,1.5973558791208046e-05,5.806768867987327e-06,3.7792223682537694e-06,1.5642317173508205e-05
mape_test_IMF5,1.3317937356846274,13.36541464985714,1.0534719142030375,9.73581916332336,5.639479885690227,1.1324708104316523,5.445950479340119,13.049615139493412,0.9125919653160026,19.593465576858254
mse_test_IMF6,,2.5127180357066575e-06,,1.8996727658666333e-06,1.0802384308772514e-06,,1.072909894227825e-06,2.4106719522420015e-06,,1.028177544066089e-05
mape_test_IMF6,,0.3032045465997583,,0.23886023566514017,0.1795596534276048,,0.182636707177562,0.3108490636903309,,1.053293683001659
