,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.00044570114714391365,0.0010975167131025538,0.0004619213115180506,0.0006290139996402727,0.0003288020975395944,0.00016725236942474368,0.0002707412158377173,0.000677514138277082,6.438581611546465e-05,0.000490019974931208
mape_test_IMF1,106.15373956591492,284.2940959472192,394.21378602819215,141.28077326468514,135.2005028260455,209.4295764953967,278.73689752047926,127.89223118038731,135.87056038695056,155.7038176955966
mse_test_IMF2,0.00012356778002339336,0.0003180224060636535,9.80525221462645e-05,0.00013360558946265755,7.317361882841093e-05,2.1915609083298604e-05,9.515026231186977e-05,0.00012309794410083976,1.780618618686879e-05,6.696575624369434e-05
mape_test_IMF2,135.103298664047,288.3052475995371,163.49170561970817,141.66157040145444,628.1126262692962,124.92414142822722,318.3128906268869,541.0711953660215,377.49827248742315,154.9635079029782
mse_test_IMF3,1.8796936975393047e-05,9.648070045921432e-05,2.4503739065177363e-05,6.0823974703714154e-05,1.8344178469367515e-05,1.419397617712015e-05,2.303165939278702e-05,4.4832577828583525e-05,7.945604512169268e-06,7.422812969757143e-05
mape_test_IMF3,38.200650336928085,199.09324173129158,122.54370691559144,185.3197282159647,77.14001844903481,71.10680364752794,44.34110849997855,38.211365318411985,82.95099495712523,67.5182236133834
mse_test_IMF4,0.00018681971402701922,0.00011103386346360226,7.611295577905454e-05,7.7804807194894e-05,0.0001381263854819282,2.150794808573395e-05,9.40221596541388e-05,0.00048459360440905277,2.1810885384546375e-05,0.00015165560963056356
mape_test_IMF4,60.3990721925217,49.44851100208918,42.801416180519816,55.22238032514435,49.69871140466097,332.1035723568173,40.69158305672368,196.49263292792364,171.4487512787362,137.07582574737015
mse_test_IMF5,7.331194066457326e-05,7.476866674925302e-05,3.49794247196975e-05,4.967470126797788e-05,0.00016871761759390866,3.129877001380892e-05,3.376537738156217e-05,2.0999806987630687e-05,4.049869115967965e-06,8.30776212414538e-05
mape_test_IMF5,2.9180904273144703,18.512354905521043,2.3954696966923623,16.109862584156552,9.506809142609447,3.515968668562714,4.967341192071755,134.11617938294538,15.14468576432656,44.993807799222765
mse_test_IMF6,,0.0002867321733312846,,2.328557821520329e-05,4.151583065965144e-06,,7.278803870747254e-05,1.686845422754938e-06,1.1372541647267808e-06,5.349731419228376e-06
mape_test_IMF6,,3.0979383254225703,,0.7127895845227263,0.27578304634319717,,1.3460064170149872,0.20605300018136521,0.6415319119212815,0.8490673794861681
