,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0006045636751846483,0.0013421946082434442,0.0003752353009820403,0.0007912881821002648,0.0003837670865955492,0.00015647459834679947,0.0002755319686291033,0.00076446987418141,7.055305036826094e-05,0.0005362310165614385
mape_test_IMF1,133.83693904828525,115.49568449300816,105.53438669027881,179.76806937930826,152.1656321850383,128.0570389272333,140.40515364821294,123.11019743040048,211.0795571507413,101.41391091958552
mse_test_IMF2,4.353144625119847e-05,0.00044636834770640674,0.00016996492915845188,0.00010509075327260095,8.538693901456356e-05,2.095081058304915e-05,7.234773535379693e-05,0.000150960108451368,1.6744429285460106e-05,6.874469316816614e-05
mape_test_IMF2,87.61228578507917,221.37912668429348,329.5364318619156,143.53955309916063,168.52809345395363,210.78948808815068,1592.8054266098286,649.7924864854294,180.69389020858654,767.1261465250408
mse_test_IMF3,1.593742611158391e-05,3.82078395357331e-05,6.533282473471573e-06,1.0229096032936804e-05,1.8270231136842314e-06,2.9687556875726067e-06,4.563784492581628e-05,8.061321027333681e-06,7.667809548221652e-06,1.2744540873943391e-05
mape_test_IMF3,88.41962030758111,31.02685049661238,22.25693943986353,22.4503475385188,23.85187049398937,87.3973610693208,73.79314551032876,158.14158996803354,34.112489390478046,29.138447631817154
mse_test_IMF4,0.00015990801226368532,0.00012565067068806825,0.0001171436709295755,0.000160316558366164,0.00010890486899408955,2.0861904243501967e-05,0.00017312098679240514,0.0003556290087599673,1.2603823619522128e-05,0.00012888351880398357
mape_test_IMF4,79.19953324367965,100.67466875429287,44.85245896044669,66.02212394712973,54.89069536874693,343.99928157013017,65.51770684059517,80.0726540367117,186.39964025448486,129.61967800869868
mse_test_IMF5,8.137647797860638e-05,0.0005005673693356155,3.0598651165135736e-05,0.0012559360599314082,0.00012418238073550568,4.073041164563374e-05,3.437496174738947e-05,0.00018701674568982412,4.448659861757086e-05,0.0001330130732027881
mape_test_IMF5,2.539276246965552,44.37988950011942,2.8534784041454997,47.978823136608426,7.2078907410337605,4.23106618463894,3.585484206971995,104.09793169135327,60.28036266823469,127.8351547173636
mse_test_IMF6,,6.417425165775024e-06,,5.068526869398854e-06,7.2790514609526664e-06,,2.3516043911626778e-06,5.1457618408238584e-05,9.929367099382691e-07,0.00024969537385309803
mape_test_IMF6,,0.34132527836532484,,0.35302305336727874,0.4490471216346487,,0.2218635718576617,1.7604145232210635,0.7641480124813399,6.42240195423127
