,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0004208841317525686,0.001582313999109288,0.0003561795260218764,0.0005905068900776651,0.0003001842454987455,0.00018430362263602122,0.0002724049832092604,0.0007023160490598529,6.934792774282686e-05,0.00048550329553226785
mape_test_IMF1,110.36359137419942,342.6923337918614,135.4910761904064,112.0764512172572,109.94341496607629,256.7912065992461,213.27105103444183,113.66645529944033,157.50709472035282,128.25194911798752
mse_test_IMF2,4.4724656290994254e-05,0.0001987691795024183,8.768185999718903e-05,8.68063421192406e-05,5.5415276718298636e-05,2.075740576917875e-05,5.737980288747832e-05,8.396860315126483e-05,1.569905544407301e-05,0.0001256677029481383
mape_test_IMF2,107.66163550722831,139.1719813524771,241.0759326062941,200.99466685956506,116.56575299703356,102.26323315907719,155.74089976813167,113.4475025761463,158.8226101851422,240.1801379175448
mse_test_IMF3,4.01546438494546e-05,9.171619691708546e-05,3.655426539324417e-05,4.980419789638147e-05,2.019092638376304e-05,2.936718566438884e-05,3.391001580946487e-05,8.036775229187117e-05,1.4137875262213869e-05,5.536009262111352e-05
mape_test_IMF3,73.8130483642526,62.33144622514117,185.80156996702658,103.52999911602436,70.94025952363448,112.78531043106446,494.9645000557933,245.17535658833006,32.61197411390345,56.35986527179243
mse_test_IMF4,6.115384456302428e-05,7.805163393108836e-05,2.5822074677026184e-05,4.199415938922126e-05,3.112793709061654e-05,5.3459460119473e-06,3.473521625440198e-05,8.809986516990171e-05,2.7842892726705848e-06,4.001582582415617e-05
mape_test_IMF4,44.35871626396595,56.33801806675203,56.870274629444005,34.67585602386558,34.882782620604424,321.1800959669911,26.67000533597943,38.11547820048972,61.41657179429906,65.6244586689751
mse_test_IMF5,1.8207899734878832e-05,2.6310487532454878e-05,1.0863708494099556e-05,2.6643585895839635e-05,1.7996442176385153e-05,2.7282666528171085e-06,9.442811368220485e-06,5.879902278329508e-06,2.6888442597644452e-06,1.5770283154648572e-05
mape_test_IMF5,1.3095677108378239,13.545229302164852,1.0411254428868888,10.069535553554838,5.4590412841135345,48.48586581417849,5.642752316568525,13.564577564172883,10.290216380044024,36.70542854197287
mse_test_IMF6,7.2038930758593905e-06,2.459819995878021e-06,1.7272917845645467e-07,1.898133418782429e-06,1.0684709250136803e-06,6.740532987781562e-06,4.96922671910359e-06,2.3705934095619525e-06,4.1847092243686105e-06,1.0167669574273167e-05
mape_test_IMF6,24.774007392356427,0.30066293796857396,18.37812049395586,0.23775845637270432,0.1778427203808307,0.7670994086859532,0.44073122934242603,0.3085343961588383,0.8094524343572147,1.0484240907633597
mse_test_IMF7,5.03924556737289e-07,1.2929464009967983e-08,2.5848341192523168e-08,6.238795414587934e-11,1.741864655754621e-08,,1.711001118587692e-07,3.679336841869316e-08,7.5710026568793e-09,6.423610512721473e-08
mape_test_IMF7,0.28946433492186374,6.554072317357706,0.06374725862809201,0.003434723457488809,10.561738037282893,,0.19448246887817114,0.08316384821437396,0.041285626130345955,1.775612314122079
mse_test_IMF8,,2.346567388461912e-09,,,1.5725554669068288e-11,,,,,
mape_test_IMF8,,0.048872352534233034,,,0.0015046202033101768,,,,,
