,mse,mape
PETR4,0.1615716719381782,1.3445909064406472
VALE3,0.2750713074485012,1.0494974269037183
BOVA11,0.42592839195726834,0.6985220217689817
ITUB4,0.28197380678060135,1.5057441136931704
BBDC4,0.4482503049976018,2.565424739980384
B3SA3,0.953355657414011,1.7559579355580488
BBAS3,0.979952996346604,2.333846410447303
ABEV3,0.050953429574461036,1.0052502098165794
MGLU3,0.6914302458334025,1.4245158100762827
VVAR3,0.0161693427880397,2.141014692219228
