,mse,mape
PETR4,0.14168115433078396,0.998993638466239
VALE3,0.2671724264853052,1.1239584074813762
BOVA11,0.430016329087937,0.7434948024843524
ITUB4,0.11313483419762904,1.1475976896981739
BBDC4,0.15696846883391613,0.9109111726850176
B3SA3,0.31777803564844675,1.2956706635949202
BBAS3,0.20076491917466419,1.2435261168909928
ABEV3,0.07285236496949636,0.9846803405427729
MGLU3,0.9140487254031154,1.8946594847695446
VVAR3,0.022503955080644893,2.0136282151351987
