,mse,mape
PETR4,0.10948736981562913,0.9652786898432679
VALE3,0.26064944017574915,0.9558365909209785
BOVA11,0.30682753242174254,0.581402174279678
ITUB4,0.1036691714665622,1.0021003680283276
BBDC4,0.11098578848479831,0.7203731381074954
B3SA3,0.262875486954905,1.186652090455286
BBAS3,0.19967282394121894,1.213850822843293
ABEV3,0.0723356553142244,0.9178839843560512
MGLU3,1.6073358042915695,1.8796691790218982
VVAR3,0.01708825742839143,1.874978957307568
