,mse,mape
PETR4,0.08166698748470408,1.081138294828143
VALE3,2.7908915035825546,1.3541385041035823
BOVA11,1.1009992605050816,1.0355565553407042
ITUB4,0.941798124657612,1.4427763692546276
BBDC4,0.10555477158372911,3.351379985465551
B3SA3,0.24613543878153493,1.6122687462686418
BBAS3,5.666842372153528,3.5520065959689253
ABEV3,0.06631605686610915,1.2395391649429892
MGLU3,1.2548833762948683,4.584050128198554
VVAR3,0.10008795687850455,3.0602560952061126
