,mse,mape
PETR4,0.14496404607779584,0.8877863840520633
VALE3,0.29319803999066746,1.0122587173393178
BOVA11,0.2656665146185832,0.6384198788114884
ITUB4,0.06150060009836005,1.0451393755236589
BBDC4,0.09881367920028368,1.0104407695456705
B3SA3,0.33343097680187955,1.2460877121336171
BBAS3,0.11284458082888953,1.0610643616996822
ABEV3,0.046956806764422106,0.5891787742134071
MGLU3,0.5905621915237181,1.3550252446398645
VVAR3,0.009353049895501873,1.898737607238199
