,mse,mape
PETR4,0.2779718283360341,1.6571275317307677
VALE3,0.7224950536885199,1.0913449172711558
BOVA11,0.2819348731809671,0.6844628367029516
ITUB4,0.06876098866310197,1.2568016761591911
BBDC4,0.14900251121921285,1.5110697906511001
B3SA3,1.3258331775482062,2.030046082998367
BBAS3,0.9800823419213051,2.426678960862994
ABEV3,0.06567477898281125,1.2984833425282043
MGLU3,3.707557907679553,2.1344766941214175
VVAR3,0.036654518345847806,3.9908137871501435
