,mse,mape
PETR4,0.1354409207363581,0.8966057169121555
VALE3,0.34036702469133595,0.9579421543989087
BOVA11,0.2834629372855944,0.6493886892508604
ITUB4,0.05245797646867975,1.049831048801545
BBDC4,0.09641437670788003,0.9563655764788477
B3SA3,0.27325746394469996,1.2681783858470947
BBAS3,0.25608103684279293,1.285858803282709
ABEV3,0.04971254539911537,0.8438958749618647
MGLU3,0.615895660665834,1.3839449977417584
VVAR3,0.010584019929226272,2.0322690789177993
