,mse,mape
PETR4,0.23014775531397855,1.1287817405353344
VALE3,0.431117981486492,1.1982665245897475
BOVA11,1.7970701469292538,0.870018304069042
ITUB4,0.048318177800823245,1.0299179733301007
BBDC4,0.13852617043618637,1.2526419209852928
B3SA3,0.3115780635917076,1.3580317269590354
BBAS3,0.10477718517775494,1.1604248820441287
ABEV3,0.12053587328845598,0.7934995402320619
MGLU3,1.0313037814585835,1.974979254487132
VVAR3,0.10519851672261668,3.227103584931454
