,mse,mape
PETR4,0.08690716033217358,0.8443502791028914
VALE3,0.25323964337559646,0.819350790414787
BOVA11,0.4060108320693631,0.594857663776437
ITUB4,0.05836035272644451,1.013974056703168
BBDC4,0.10460510687004296,0.7623137825623583
B3SA3,0.3876401495803758,1.318102305899696
BBAS3,0.15155215564704408,1.0372878208695373
ABEV3,0.05324137399398433,0.6384046268805391
MGLU3,0.7355872489128099,1.1723035963268105
VVAR3,0.014383572039584958,2.009107260898444
