,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0005063787109248977,0.0016205104106996084,0.000435326040815543,0.0007816197617334954,0.0003465612733774529,0.0001433215064151689,0.00025936025591334004,0.0007522762627086435,7.21481214508227e-05,0.0005668328718931332
mape_test_IMF1,132.96321541887949,258.1792861097063,159.29850284583262,172.629323533066,113.56432384659942,103.96173122201728,136.43703205664457,129.81802856090454,197.22038932498538,198.4018951472802
mse_test_IMF2,5.2957204574312034e-05,0.00023752481009862655,5.829320152150059e-05,0.00011440502947017843,7.785326100131476e-05,2.625643573643372e-05,0.00010717207748234378,0.0001276236977731671,1.1833161502714351e-05,0.0001314591705869302
mape_test_IMF2,112.02269675752706,151.19302601728717,2995.5413469970276,173.41067391150756,182.74924143793763,96.81188358134773,186.7744114296616,116.17244800015227,160.55116110587295,149.94832750174157
mse_test_IMF3,9.480081307672782e-06,2.1231585281168295e-05,4.548891360625495e-06,2.3496674932336945e-05,2.3225452125842786e-06,2.8326993920791755e-06,3.391036273653987e-05,4.655563269438234e-06,3.5269732267047195e-06,9.495411753786296e-06
mape_test_IMF3,36.524067890098316,26.909496810989136,36.499595651322316,22.007481229243727,21.503621147158714,26.553838344175553,30.881228099861463,17.516830460872384,25.296598862790347,24.464749491458527
mse_test_IMF4,6.245300481112456e-05,7.268441358324607e-05,2.5762557595817936e-05,4.147755491537465e-05,3.067163107499654e-05,5.935441944447067e-06,3.471730689060612e-05,8.974409270852459e-05,2.117939505264587e-06,4.1586191382192196e-05
mape_test_IMF4,2739.66799689802,53.54438940538745,27.57392386371793,42.491999813534626,43.810022276862696,123.40026684234972,46.4665214569664,33.51177105802184,63.05956573528248,140.12282976110075
mse_test_IMF5,1.8255830137578294e-05,2.5393196406837333e-05,1.092972174921543e-05,2.6725064639115806e-05,1.7560720489414066e-05,1.0109003656232312e-05,1.60319988821139e-05,5.796348716152415e-06,2.556089974963448e-06,1.719723308123295e-05
mape_test_IMF5,1.3273881603652324,22.29502372940659,1.053191779779887,10.031326255270882,5.522213726154758,1.1361100065350584,5.219422588552301,19.5809312853574,10.455477467458168,18.254658340271845
mse_test_IMF6,,2.412504022418345e-06,,1.9026862586378395e-06,1.0778577635422488e-06,,1.0740980488215552e-06,2.398414092377883e-06,4.218801800974188e-06,9.24322388681682e-06
mape_test_IMF6,,0.2983324439010007,,0.23769757194863306,0.180067062145773,,0.18290062049888867,0.3078955863003692,0.8169072573833869,9.767486283056172
mse_test_IMF7,,,,,,,,,,4.6726548839799115e-07
mape_test_IMF7,,,,,,,,,,0.19434652279758707
