,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0004079535862757584,0.0012269433655661193,0.0003653676037181991,0.0006002446708503997,0.0003318431492616662,0.00013616588624175064,0.00024785386232917934,0.000738869849824142,6.449328632473662e-05,0.0005249853514185081
mape_test_IMF1,107.94559506067492,193.11610094585842,147.92188932287132,122.26647148056469,127.77946017008641,163.50710668296148,130.65496636716688,196.18649763862476,98.50770608805121,161.28483836022153
mse_test_IMF2,4.611421554553908e-05,0.0002287979519925782,6.955562543202858e-05,9.470654360653065e-05,9.661346846921984e-05,2.2837576438253303e-05,5.44604856253485e-05,8.807606944946269e-05,1.4887401023374115e-05,0.00011684344889781437
mape_test_IMF2,277.767705632187,101.92895201451029,313.6195768375252,122.21483721282516,273.86065925378335,80.99854423218069,348.8064447224779,183.14727556726504,180.24584412547102,220.43428334780458
mse_test_IMF3,2.4799579641897862e-05,9.334846606550772e-05,7.184303052190252e-05,7.164901654243149e-05,1.9086828189865804e-05,1.5020943504734273e-05,3.8826587088950924e-05,8.90793408939704e-05,1.5624458709769745e-05,7.723869721101866e-05
mape_test_IMF3,51.84619728970393,89.74523649601109,144.09082317217565,132.10932579063285,70.84014424608888,71.71618973008343,156.46626256966317,83.29362960206508,34.73063251029092,93.796522510926
mse_test_IMF4,0.00012668957855238545,2.0809548671739248e-05,0.00010219440524264446,0.00030240226776841845,0.0003677236268615385,7.701521353393232e-05,0.0001616909955809138,0.0004064759354261566,2.3396595660004507e-05,0.0002505418466669507
mape_test_IMF4,57.8752529534403,31.062137511100442,60.20157293798179,136.20476205938462,67.8388671928974,601.648334659175,62.8256259438896,50.303219353922245,108.18384563276165,243.86824895590706
mse_test_IMF5,0.00011282573451453407,3.409306051109875e-05,5.063998058238242e-05,0.00020599060565967662,0.000213354793383303,2.3028533077758927e-05,6.425302437433142e-05,1.5669349431553288e-05,3.940982472407919e-06,8.837365183426293e-05
mape_test_IMF5,3.381498158868966,16.22785730637134,1.5940118200731042,15.140574269190665,10.98281434847648,3.054739893241564,4.710610733302835,23.32309618808376,11.93583829380447,93.63059058240954
mse_test_IMF6,,7.000586507495433e-05,,3.43290997288974e-05,0.0002562464265197882,,0.0002342509749321622,2.176556741607482e-06,3.016545082614256e-05,1.834242433107626e-05
mape_test_IMF6,,1.0138136073595518,,0.8878219484930487,2.055707072257126,,2.4938755048217236,0.27125658036614375,3.0733520254926163,1.0987820147496545
