,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0005014903369385046,0.0012025895923901836,0.00033169419602851606,0.0006634796685483266,0.00030661126158525816,0.00013949849716814877,0.000296388590014406,0.0007264702882830232,6.920943083153377e-05,0.0004904870772090463
mape_test_IMF1,151.21833933277802,113.27297573901267,118.66173024246578,137.73779764106692,109.84106482559464,188.5081240198494,348.7187733538917,290.64135555316244,189.97113233651032,171.10685351546022
mse_test_IMF2,4.079054308295027e-05,0.0003793852787572332,0.00018032266656251833,0.00010427525593366043,5.946909799781574e-05,2.7786342686056484e-05,4.0473313021050896e-05,8.60224840846874e-05,1.4865826915778707e-05,0.0001281345433143224
mape_test_IMF2,124.40974589282747,199.4487843026638,208.8855549718428,136.75022459180974,123.52502563752195,187.60340144350425,291.3378742955143,107.8738617935326,286.87750776094174,794.251958200974
mse_test_IMF3,6.945759227493066e-05,0.00010825797014009028,2.3949862469871567e-05,6.648376468465859e-05,3.851188754899584e-05,2.769503476142341e-05,4.494457460250781e-05,4.198585575514462e-05,1.5985978775062095e-05,0.00016040242879946268
mape_test_IMF3,61.33204344706819,79.11454167587976,125.92364798810966,74.65675710484933,270.03620105458583,125.80589109631448,71.80558974600997,115.05438412650322,72.07632355237769,146.9912325789859
mse_test_IMF4,6.202966610907325e-05,7.943926769774449e-05,2.574539442455446e-05,5.3577354194685075e-05,3.184058970124685e-05,5.8689709658610485e-06,3.357530428534494e-05,8.799333945365313e-05,2.6349864640534937e-06,4.037087317629844e-05
mape_test_IMF4,35.81054309883429,220.53177011428295,24.966596041818846,53.929596425162515,27.73223884305519,94.09733172019973,43.04131040040261,36.92173390085761,60.681155456631416,48.88107854718307
mse_test_IMF5,1.842816195075477e-05,2.6599372568213802e-05,1.0884644716234797e-05,1.5332987164993875e-05,1.8089264543185988e-05,2.943203429967367e-06,1.5765904679415863e-05,5.8722400328859565e-06,2.6587672198612047e-06,1.6035617638237224e-05
mape_test_IMF5,1.3310938017204015,13.447979045968312,1.0407205306722886,10.069635156307166,5.525184261474487,10.537138782813255,5.426959528448544,16.155910925988564,11.454878055670516,39.29299711851196
mse_test_IMF6,7.677394052738028e-07,2.4879263147478067e-06,2.0207382361394643e-07,3.5543438377472792e-06,1.0877185665909185e-06,7.033972033177717e-06,1.0631028466704448e-06,2.3864373889974984e-06,4.194995163298127e-06,1.0425219715257579e-05
mape_test_IMF6,0.36513363672888716,0.30201159222887225,0.15367976780913595,0.34323959885160604,0.17996618309061582,0.7569576452258538,0.18124192390926033,0.3089081183018053,0.8166820741503041,1.0601121977892716
mse_test_IMF7,,2.3075164601957412e-12,,,1.5996111927134621e-09,,1.7099564187718748e-07,4.2673126807758526e-08,7.236321069291867e-09,6.574163786706104e-08
mape_test_IMF7,,0.001552264246167125,,,10.29513101880303,,0.19443858933559383,0.0905038028626526,0.04043945219632452,1.3310767499484257
mse_test_IMF8,,,,,2.5093550297430445e-14,,,,,
mape_test_IMF8,,,,,5.868997894660025e-05,,,,,
