,PETR4,VALE3,BOVA11,ITUB4,BBDC4,B3SA3,BBAS3,ABEV3,MGLU3,VVAR3
mse_test_IMF1,0.0006559661714419879,0.001347145318325312,0.0004488509672139144,0.0006582237836081212,0.0003531050260735541,0.0001521852309847916,0.0003687670140271051,0.0007638716734336978,9.197908059029101e-05,0.0005476148971147567
mape_test_IMF1,186.7662080861122,151.69581495760158,171.5040821265561,138.50889691547903,103.47268254920007,129.44476773913738,188.2447643518183,308.926648349629,544.9343582102405,122.8818883602987
mse_test_IMF2,0.0001274841609733105,0.0002490665000764386,6.181428209165655e-05,0.00010890559943233968,0.00010231503462641813,1.887829606133349e-05,4.0994590593637086e-05,8.843963396082871e-05,1.5758882074800016e-05,8.1128223383105e-05
mape_test_IMF2,296.8658156051856,195.44215654054258,463.4478098023755,148.70842428774017,181.97383077869867,143.15402607426378,155.71935585478772,160.13268962608817,244.0804174694375,116.45981070672696
mse_test_IMF3,1.200429345914796e-05,5.693631108093845e-05,3.3882180001820567e-06,3.7516104325854675e-05,6.126809688042245e-06,5.5924162672946775e-06,1.7223328333051998e-05,3.0437238887148287e-05,3.5606227135290567e-06,1.6033896921260015e-05
mape_test_IMF3,248.13979560154715,71.66450492115627,24.24213516911304,60.74292137732006,88.47420144289218,34.980960461382274,70.58382273789636,1136.9660005614808,26.112491635605974,53.901144087345585
mse_test_IMF4,0.0002760812415245653,0.00024191483816817777,0.00017014536146870893,0.0002505644230267218,0.0002074260266317802,1.8821894683320717e-05,0.0004016483474674741,0.0004325497236063332,8.174681476849904e-06,0.0002602934765452206
mape_test_IMF4,96.22647150175318,51.34680070265117,68.12831909588326,67.46824648930765,77.96950455270448,115.9744486441439,79.80482621824913,80.56103569980722,101.26496381801691,235.68252554310948
mse_test_IMF5,7.065189402403888e-05,0.00028837649453260434,5.055803073851875e-05,0.00029853478833082606,0.0008238084111854522,9.017823253176437e-05,8.913111606885357e-05,9.783431494491444e-05,2.7883589414530835e-05,0.0001261068940615352
mape_test_IMF5,2.590427504732958,46.78137628536273,1.4465468471922527,35.507798178079156,20.496689864054048,5.710782087557833,9.067209441325511,60.86169136689189,80.81345325058528,168.45387770116207
mse_test_IMF6,,1.0967459962199554e-05,,2.6183371658154905e-05,2.0650572454149544e-06,,2.2490246897931236e-06,5.645806957509259e-05,1.4397079210546579e-05,0.00018915647635984017
mape_test_IMF6,,0.543689393366212,,0.8415180625497676,0.2206790150524856,,0.2394184282640418,1.5342894239790856,1.4007329994794087,4.235486867731033
